file_path,dataset_name,split,label,file_name,suffix,file_size_kb,sha256,is_valid,error_message,width,height,aspect_ratio,pixel_count,mode,mean_r,mean_g,mean_b,mean_gray,std_gray,sharpness_score,near_black_ratio,near_white_ratio
data/casting_data/casting_data/train/def_front/cast_def_0_1085.jpeg,train,训练集,缺陷件,cast_def_0_1085.jpeg,.jpeg,10.105,54c28285b54053e384b15fa46975f70a0959b8070aa3359e7db5b460a718cdd8,1,,300,300,1.0,90000,RGB,138.7095,138.7095,138.7095,138.7095,58.0679,201.6739,0.064422,0.006789
data/casting_data/casting_data/train/def_front/cast_def_0_1086.jpeg,train,训练集,缺陷件,cast_def_0_1086.jpeg,.jpeg,9.569,40dcb4271ca0c5cb512d52eae54b84fa6f11561c90528cf33a22b16e66892030,1,,300,300,1.0,90000,RGB,144.1273,144.1273,144.1273,144.1273,59.5385,153.142,0.042178,0.001667
data/casting_data/casting_data/train/def_front/cast_def_0_1087.jpeg,train,训练集,缺陷件,cast_def_0_1087.jpeg,.jpeg,9.123,381982dea69a4a300dd0e45d1d6157c0837896f3dad1d236ef86901389a3edfa,1,,300,300,1.0,90000,RGB,138.523,138.523,138.523,138.523,60.5216,125.8868,0.031989,0.002067
data/casting_data/casting_data/train/def_front/cast_def_0_1088.jpeg,train,训练集,缺陷件,cast_def_0_1088.jpeg,.jpeg,10.688,9ccd15742421c8d6acde43e176d2231defe6719ffe02e21cb4e80eda2a265fa5,1,,300,300,1.0,90000,RGB,135.5982,135.5982,135.5982,135.5982,61.4788,211.4528,0.0516,0.001022
data/casting_data/casting_data/train/def_front/cast_def_0_109.jpeg,train,训练集,缺陷件,cast_def_0_109.jpeg,.jpeg,8.961,e188c645b8453e03414979cf1abb9d80a2d139aa1d88f31f2525f8b22fde5e93,1,,300,300,1.0,90000,RGB,141.0947,141.0947,141.0947,141.0947,55.4225,110.177,0.030944,0.001533
data/casting_data/casting_data/train/def_front/cast_def_0_1090.jpeg,train,训练集,缺陷件,cast_def_0_1090.jpeg,.jpeg,10.759,909da7e52581d0689dde1030bf1f5e2378c6a7b2954f7827d813480bab851b76,1,,300,300,1.0,90000,RGB,135.8208,135.8208,135.8208,135.8208,63.7896,242.6766,0.066711,0.005033
data/casting_data/casting_data/train/def_front/cast_def_0_1092.jpeg,train,训练集,缺陷件,cast_def_0_1092.jpeg,.jpeg,9.686,9eeab14c4057ce5396ce90f3bef0e6508e91b7ba71c31c4e70b23b5ad3624ac3,1,,300,300,1.0,90000,RGB,142.3921,142.3921,142.3921,142.3921,61.7298,135.832,0.028911,0.000389
data/casting_data/casting_data/train/def_front/cast_def_0_1094.jpeg,train,训练集,缺陷件,cast_def_0_1094.jpeg,.jpeg,9.663,864c0a49363b395223fb94f38c73e74d1598afa6ae686ebed7895ad27a114506,1,,300,300,1.0,90000,RGB,132.3962,132.3962,132.3962,132.3962,60.2334,110.3185,0.032444,0.001689
data/casting_data/casting_data/train/def_front/cast_def_0_1095.jpeg,train,训练集,缺陷件,cast_def_0_1095.jpeg,.jpeg,10.603,8da4e713467363fdf1ab70cf31ce7c6b6ad95e99906b89ade602ae48a12f97e2,1,,300,300,1.0,90000,RGB,142.3286,142.3286,142.3286,142.3286,58.51,265.5004,0.017456,0.004689
data/casting_data/casting_data/train/def_front/cast_def_0_1097.jpeg,train,训练集,缺陷件,cast_def_0_1097.jpeg,.jpeg,10.037,13f19bd5b4b5952cdb6247ce8ba1ee005dcc0467405412326358d2a55790e0b8,1,,300,300,1.0,90000,RGB,137.3277,137.3277,137.3277,137.3277,59.9853,217.422,0.0503,0.002922
data/casting_data/casting_data/train/def_front/cast_def_0_1098.jpeg,train,训练集,缺陷件,cast_def_0_1098.jpeg,.jpeg,9.725,62783b037e4f7a807a7d7eabaaf39d193e15a3b9cfafb1cc3f2d968db413efd1,1,,300,300,1.0,90000,RGB,152.4087,152.4087,152.4087,152.4087,61.0961,121.1794,0.024011,0.005778
data/casting_data/casting_data/train/def_front/cast_def_0_1099.jpeg,train,训练集,缺陷件,cast_def_0_1099.jpeg,.jpeg,10.548,0f1af017f154f5c41637a5772833ed1f522436a016de7e906cfa8a76d6cf6ca4,1,,300,300,1.0,90000,RGB,136.57,136.57,136.57,136.57,59.4644,237.5752,0.048478,0.000689
data/casting_data/casting_data/train/def_front/cast_def_0_11.jpeg,train,训练集,缺陷件,cast_def_0_11.jpeg,.jpeg,9.303,7f18cb6e28d68b10cc48a69337c32769b699730ed2e234e4c876cc98c8005c13,1,,300,300,1.0,90000,RGB,141.9352,141.9352,141.9352,141.9352,55.1181,172.8163,0.055922,0.007889
data/casting_data/casting_data/train/def_front/cast_def_0_110.jpeg,train,训练集,缺陷件,cast_def_0_110.jpeg,.jpeg,8.918,7b1572aec23263da912da92490c0fcda3ef7618f37e36570990b718cb7c7f075,1,,300,300,1.0,90000,RGB,142.7979,142.7979,142.7979,142.7979,56.9644,103.3788,0.026544,0.001611
data/casting_data/casting_data/train/def_front/cast_def_0_1102.jpeg,train,训练集,缺陷件,cast_def_0_1102.jpeg,.jpeg,8.864,949de605ae164f5f980a8eb06bedad6a195349cea1c6a1163301e8dae0ae3aeb,1,,300,300,1.0,90000,RGB,146.0975,146.0975,146.0975,146.0975,58.7179,105.0911,0.067056,0.000122
data/casting_data/casting_data/train/def_front/cast_def_0_1104.jpeg,train,训练集,缺陷件,cast_def_0_1104.jpeg,.jpeg,9.556,52cc107306e9b326ab33d15a8fba411f1b9414495ad241e8f38bd798766e9708,1,,300,300,1.0,90000,RGB,140.4554,140.4554,140.4554,140.4554,58.3379,130.0304,0.038578,0.002433
data/casting_data/casting_data/train/def_front/cast_def_0_1105.jpeg,train,训练集,缺陷件,cast_def_0_1105.jpeg,.jpeg,9.893,d5ba80cd53dda149cef129a0813522739752638624037efd1bbf98c0223a931a,1,,300,300,1.0,90000,RGB,136.8426,136.8426,136.8426,136.8426,54.9671,136.0721,0.038733,0.008244
data/casting_data/casting_data/train/def_front/cast_def_0_1107.jpeg,train,训练集,缺陷件,cast_def_0_1107.jpeg,.jpeg,9.21,2d669a189a066f2ffa6fd9fab0f33ec5577e54f8ef2f55a9967f44417ef9aff1,1,,300,300,1.0,90000,RGB,138.9771,138.9771,138.9771,138.9771,55.6991,113.3443,0.033367,0.001889
data/casting_data/casting_data/train/def_front/cast_def_0_1108.jpeg,train,训练集,缺陷件,cast_def_0_1108.jpeg,.jpeg,9.597,7d5099dd7540ee6c4d8d84625b26077402d46e4cc2b50a931f4c54082846acd9,1,,300,300,1.0,90000,RGB,136.7936,136.7936,136.7936,136.7936,55.1179,131.6991,0.040511,0.008978
data/casting_data/casting_data/train/def_front/cast_def_0_1110.jpeg,train,训练集,缺陷件,cast_def_0_1110.jpeg,.jpeg,9.559,908b06cd787689f36d0d76df3119c8b70d1368b5ab02b0b01277ac2e2efa7b1e,1,,300,300,1.0,90000,RGB,143.1899,143.1899,143.1899,143.1899,57.1068,143.4803,0.045,0.001544
data/casting_data/casting_data/train/def_front/cast_def_0_1112.jpeg,train,训练集,缺陷件,cast_def_0_1112.jpeg,.jpeg,9.69,2fe49cd8fd2db242c51533bd12d29232070d42411ea3c5c3d84595065b629931,1,,300,300,1.0,90000,RGB,134.9698,134.9698,134.9698,134.9698,61.894,164.5063,0.062078,0.003033
data/casting_data/casting_data/train/def_front/cast_def_0_1113.jpeg,train,训练集,缺陷件,cast_def_0_1113.jpeg,.jpeg,9.522,44c0a33a23e5f44e18ed07ad73ea719dd77b1c5fc3d8f308706b7f91972fe38d,1,,300,300,1.0,90000,RGB,142.2996,142.2996,142.2996,142.2996,58.8467,150.1602,0.0442,0.000889
data/casting_data/casting_data/train/def_front/cast_def_0_1116.jpeg,train,训练集,缺陷件,cast_def_0_1116.jpeg,.jpeg,9.567,8120b51b5b2e0dab6e88631de9262bbeb838facd7f21277069e991003b027809,1,,300,300,1.0,90000,RGB,146.4366,146.4366,146.4366,146.4366,64.3938,164.0885,0.047956,0.013933
data/casting_data/casting_data/train/def_front/cast_def_0_1127.jpeg,train,训练集,缺陷件,cast_def_0_1127.jpeg,.jpeg,8.811,31b6881b807c28772b9ab9fd61dc6eaf7e7ad62f55d802bc9c5d0bf7f922b6db,1,,300,300,1.0,90000,RGB,140.6079,140.6079,140.6079,140.6079,55.3422,105.2843,0.032589,0.001267
data/casting_data/casting_data/train/def_front/cast_def_0_1133.jpeg,train,训练集,缺陷件,cast_def_0_1133.jpeg,.jpeg,10.657,7af7d10be99f1cd51d5679949b22abbdadd21d9dd05dbf51d16100b5ae3466e3,1,,300,300,1.0,90000,RGB,134.0173,134.0173,134.0173,134.0173,60.119,251.7049,0.060078,0.002367
data/casting_data/casting_data/train/def_front/cast_def_0_1149.jpeg,train,训练集,缺陷件,cast_def_0_1149.jpeg,.jpeg,10.313,7f51d8ccd170442ba1fe30cbc5783c388f6da78b43125d15dc1ef6da0372d338,1,,300,300,1.0,90000,RGB,140.3364,140.3364,140.3364,140.3364,59.9021,244.729,0.050911,0.002322
data/casting_data/casting_data/train/def_front/cast_def_0_1151.jpeg,train,训练集,缺陷件,cast_def_0_1151.jpeg,.jpeg,9.05,6c563bc1f3f3a723b447e9db0139b3ab12767d37c4ae31f3f82e4fa59a68eb40,1,,300,300,1.0,90000,RGB,138.179,138.179,138.179,138.179,55.2665,120.091,0.046,0.000222
data/casting_data/casting_data/train/def_front/cast_def_0_1152.jpeg,train,训练集,缺陷件,cast_def_0_1152.jpeg,.jpeg,9.327,c7adf206b2a61ac465c2d8c90856f65747e9977eb7655aa4539a8f0023429530,1,,300,300,1.0,90000,RGB,142.502,142.502,142.502,142.502,58.6625,107.7236,0.035578,0.000378
data/casting_data/casting_data/train/def_front/cast_def_0_1154.jpeg,train,训练集,缺陷件,cast_def_0_1154.jpeg,.jpeg,9.747,5976f028cd0dfd890422eec49661b707c61a727d081e7fb2ac3cff6a74a381e7,1,,300,300,1.0,90000,RGB,135.4662,135.4662,135.4662,135.4662,59.5955,175.5502,0.052633,0.005
data/casting_data/casting_data/train/def_front/cast_def_0_1155.jpeg,train,训练集,缺陷件,cast_def_0_1155.jpeg,.jpeg,8.738,a0519bfbbdf66ce173c3dfbfce77c6a80fdc9e7c79b52b20a04c6b326240dffb,1,,300,300,1.0,90000,RGB,141.2408,141.2408,141.2408,141.2408,55.5953,106.2963,0.033111,0.001478
data/casting_data/casting_data/train/def_front/cast_def_0_1156.jpeg,train,训练集,缺陷件,cast_def_0_1156.jpeg,.jpeg,9.516,7cc885aac7a8b81e88a07e75138ea675424f7a231b4fd6b355470d7a0273d025,1,,300,300,1.0,90000,RGB,144.3779,144.3779,144.3779,144.3779,56.8702,144.365,0.030767,0.0005
data/casting_data/casting_data/train/def_front/cast_def_0_116.jpeg,train,训练集,缺陷件,cast_def_0_116.jpeg,.jpeg,9.734,bc1cad5f2a8f023dc4baf4a328580abac89608ad51814d50ae089a522b5fff72,1,,300,300,1.0,90000,RGB,131.9524,131.9524,131.9524,131.9524,54.2817,152.6032,0.0467,0.002667
data/casting_data/casting_data/train/def_front/cast_def_0_1162.jpeg,train,训练集,缺陷件,cast_def_0_1162.jpeg,.jpeg,9.316,307f5d4a6e6c8edef240e4a2ea11f8fc9e4beb88ac4f6fa4a8110ebcda00275a,1,,300,300,1.0,90000,RGB,138.7337,138.7337,138.7337,138.7337,55.4925,112.6961,0.0335,0.001578
data/casting_data/casting_data/train/def_front/cast_def_0_1167.jpeg,train,训练集,缺陷件,cast_def_0_1167.jpeg,.jpeg,8.888,f18b76b2a5002a66503a24df942d497ac6d6e0574c894876ab9d2d63a6f8f759,1,,300,300,1.0,90000,RGB,132.556,132.556,132.556,132.556,54.3378,133.9212,0.109789,0.000211
data/casting_data/casting_data/train/def_front/cast_def_0_1169.jpeg,train,训练集,缺陷件,cast_def_0_1169.jpeg,.jpeg,10.008,7d299d6cd9087d0388f53c13d476e87004ecd03cf89f23f07e3455710d13a1a3,1,,300,300,1.0,90000,RGB,132.7017,132.7017,132.7017,132.7017,58.223,236.6751,0.060844,0.001567
data/casting_data/casting_data/train/def_front/cast_def_0_1175.jpeg,train,训练集,缺陷件,cast_def_0_1175.jpeg,.jpeg,9.27,de10e41ed86b97c4408ef2a69678d603735f72196edb6a871cd78fc73dd3a269,1,,300,300,1.0,90000,RGB,139.8267,139.8267,139.8267,139.8267,56.0112,150.9242,0.073378,0.0001
data/casting_data/casting_data/train/def_front/cast_def_0_1178.jpeg,train,训练集,缺陷件,cast_def_0_1178.jpeg,.jpeg,8.905,e59342b068f810c18c047ec4a3ece2c626104683984e6cf41a34a765a2174d68,1,,300,300,1.0,90000,RGB,133.3765,133.3765,133.3765,133.3765,53.885,115.4745,0.045378,0.003433
data/casting_data/casting_data/train/def_front/cast_def_0_1179.jpeg,train,训练集,缺陷件,cast_def_0_1179.jpeg,.jpeg,8.966,9a3b7f951840390c9445b87bba46047a6bcd785678064d3ce8ad2cf5c442ac8c,1,,300,300,1.0,90000,RGB,137.0118,137.0118,137.0118,137.0118,56.2056,90.8735,0.023044,0.001544
data/casting_data/casting_data/train/def_front/cast_def_0_1180.jpeg,train,训练集,缺陷件,cast_def_0_1180.jpeg,.jpeg,9.921,f44f83595efc5d4e7c6dc60cbd239f1239cd4ffcda1ff17d039261016b3a8324,1,,300,300,1.0,90000,RGB,132.2171,132.2171,132.2171,132.2171,61.3139,128.0223,0.050256,0.000511
data/casting_data/casting_data/train/def_front/cast_def_0_1181.jpeg,train,训练集,缺陷件,cast_def_0_1181.jpeg,.jpeg,10.88,5b37dd98de6d1bcff904ec76c226a280773c571528c110d1ce25ec5d2ae0f187,1,,300,300,1.0,90000,RGB,133.4368,133.4368,133.4368,133.4368,59.1122,227.1416,0.052156,0.001767
data/casting_data/casting_data/train/def_front/cast_def_0_1182.jpeg,train,训练集,缺陷件,cast_def_0_1182.jpeg,.jpeg,9.874,d465b6706a869a8f2d78302d2504cfb9e20fc5e860143d0c4bf78ed41d1f2201,1,,300,300,1.0,90000,RGB,134.2547,134.2547,134.2547,134.2547,55.1969,161.366,0.040556,0.003333
data/casting_data/casting_data/train/def_front/cast_def_0_1183.jpeg,train,训练集,缺陷件,cast_def_0_1183.jpeg,.jpeg,10.351,9c993ecd0592260124bd599e0e0e811d283f0cfcdcae44f9619754483e1d5d2d,1,,300,300,1.0,90000,RGB,140.1237,140.1237,140.1237,140.1237,67.8646,248.6908,0.054967,0.012133
data/casting_data/casting_data/train/def_front/cast_def_0_1184.jpeg,train,训练集,缺陷件,cast_def_0_1184.jpeg,.jpeg,10.364,2babdf83b8505d1e10fae51ba1b1df9e31340c917e082598cbe04c110918c5e8,1,,300,300,1.0,90000,RGB,129.3043,129.3043,129.3043,129.3043,55.2887,143.0116,0.051944,0.0057
data/casting_data/casting_data/train/def_front/cast_def_0_1185.jpeg,train,训练集,缺陷件,cast_def_0_1185.jpeg,.jpeg,9.559,81bf0bd8a33459647fcb613caf18ed767ba7d7d6784cb425d78dfc86dcf0e3f7,1,,300,300,1.0,90000,RGB,140.2258,140.2258,140.2258,140.2258,55.9439,136.4091,0.036678,0.002511
data/casting_data/casting_data/train/def_front/cast_def_0_1194.jpeg,train,训练集,缺陷件,cast_def_0_1194.jpeg,.jpeg,9.628,c2f4f7812cff8ca4d1ef52389ba7ef7ee30d854288cbd4a79cf9d957873feafc,1,,300,300,1.0,90000,RGB,141.9025,141.9025,141.9025,141.9025,59.2177,140.5877,0.040333,0.002922
